index_col,content,data,like,place,tags
609,---맛이 좋다 온통보라새기야(욕아님??)---#삼청동#소격동#카페#보라#보라카이 #올해의색 #ultraviolet #울트라바이올렛 #아이스크림 #icecream #dessert#디저트 #안국 #종로#daily#일상#일상스타그램 #소통#food#고구마,2018-01-20,62,,"['#삼청동', '#소격동', '#카페', '#보라', '#보라카이', '#올해의색', '#ultraviolet', '#울트라바이올렛', '#아이스크림', '#icecream', '#dessert', '#디저트', '#안국', '#종로', '#daily', '#일상', '#일상스타그램', '#소통', '#food', '#고구마']"
610,".팬톤이 발표한 2018년 올해의 색, ‘울트라바이올렛’??.MLB에서는 올해 트렌드컬러에 맞춰 다양한 제품들을 발빠르게 선보였어요 !.시그니처 아이템인 뉴욕양키스 볼캡 등의 다양한 모자와 맨투맨, 원피스 등의 보라보라한 상품들을 상인점 2층 MLB 매장에서 만나보세요????.#너는 #내취향저격 #빵야.#롯데백화점#상인점#울트라바이올렛#MLB#엠엘비#올해의색#coloroftheyear2018#pantone#ultraviolet#뉴욕양키스#볼캡#MLB맨투맨#맨투맨코디#남자코디#여자코디#데일리룩#패션스타그램#맨투맨룩#패피#ootd#보라보라#보라색#보라색옷코디#대구#상인#울트라바이올렛#색참곱다??#??",2018-01-19,42,롯데백화점 상인점,"['#너는', '#내취향저격', '#빵야.', '#롯데백화점', '#상인점', '#울트라바이올렛', '#MLB', '#엠엘비', '#올해의색', '#coloroftheyear2018', '#pantone', '#ultraviolet', '#뉴욕양키스', '#볼캡', '#MLB맨투맨', '#맨투맨코디', '#남자코디', '#여자코디', '#데일리룩', '#패션스타그램', '#맨투맨룩', '#패피', '#ootd', '#보라보라', '#보라색', '#보라색옷코디', '#대구', '#상인', '#울트라바이올렛', '#색참곱다??', '#??']"
611,??달+고양이=???너무너무 귀여운 팬던트와 사랑스럽게 내려오는 하트 진주??무니켈 침으로 제작되었으며 알러지 걱정없이 착용하실수 있습니다??귀찌 +1000배송은 인스타그램 프로필을 참고해주세요 ??핑크색과 보라색으로 제작되었습니다!.가격??4500원.#귀걸이 #귀걸이그램 #귀찌 #달 #고양이 #10대 #20대 #악세사리 #귀걸이판매 #악세사리쇼핑몰 #귀걸이쇼핑몰 #핑크 #퍼플 #올해의색 #냥이 #귀여운귀걸이 #하트 #핸드메이드 #수공예 #팔로우 #맞팔 #선팔 #데일리 #데일리룩 #선팔하면맞팔 #좋반 #좋아요 #반사,2018-01-19,39,,"['#귀걸이', '#귀걸이그램', '#귀찌', '#달', '#고양이', '#10대', '#20대', '#악세사리', '#귀걸이판매', '#악세사리쇼핑몰', '#귀걸이쇼핑몰', '#핑크', '#퍼플', '#올해의색', '#냥이', '#귀여운귀걸이', '#하트', '#핸드메이드', '#수공예', '#팔로우', '#맞팔', '#선팔', '#데일리', '#데일리룩', '#선팔하면맞팔', '#좋반', '#좋아요', '#반사']"
612,@팬톤페인트 #울트라바이올렛 #올해의색 300mL의 체험용 페인트로 페인팅,2018-01-16,137,,"['#울트라바이올렛', '#올해의색']"
613,?? @_tipitipo #올해의색 #울트라바이올렛 #ultraviolet #티피티포 #데이지케이스 #아이폰7케이스 #??,2018-01-16,28,,"['#올해의색', '#울트라바이올렛', '#ultraviolet', '#티피티포', '#데이지케이스', '#아이폰7케이스', '#??']"
614,올해의 색이 울트라바이올렛이라던데 ㅋ나이가 나이 이다보니 그정도 용기는 안나고 어쨌든 염색 완료 머리에 못자국 보이나요? ㅋㅋ저번에 일하다 다친곳 ㅋ그나저나 거래처 사장님들이랑도 술한잔 ㅋㅋ3차까지 ㅋㅋ피곤해서 자야긋다 ㅠㅜ #올해의색#울트라바이올렛,2018-01-15,18,,"['#올해의색', '#울트라바이올렛']"
615,?뿌염이 시급한 쓰리톤 탈색머리.한달도 안돼 다시 갔는데 현희샘이 머리 왜이렇게 많이길었냐며 깜놀하심....ㅋㅋㅋㅋㅋ #올해의색 #울트라바이올렛 으로 트렌드를 맞춰 고급지게 염색하고 다시한번 다듬어주심. 자연광에서만 보일 퍼플빛이 궁금하다♡#준오헤어 #낙성대점 #현희부원장님 #금손,2018-01-15,59,,"['#올해의색', '#울트라바이올렛', '#준오헤어', '#낙성대점', '#현희부원장님', '#금손']"
616,올리브영 울트라 플래너 키트완전 취향저격 탕탕.#올리브영#이벤트#플래너#팬톤#2018#올해의색#울트라바이올렛#존예#그러나현실은#장식용#pantone#coloroftheyear#ultraviolet,2018-01-15,42,,"['#올리브영', '#이벤트', '#플래너', '#팬톤', '#2018', '#올해의색', '#울트라바이올렛', '#존예', '#그러나현실은', '#장식용', '#pantone', '#coloroftheyear', '#ultraviolet']"
617,. ..예약 꽃바구니??축하 꽃으로 주문해주신 꽃바구니~올해의색 바이올렛 색상으로 만들었어요~ ????~..꽃주문 및 레슨문의는 최소2~3일 전에는 예약해주세요??#flower#flowers#삼덕동#플라워#꽃집#대구플라워#플라워레슨#새해#목표#취미#꽃스타그램#아띠시에#플라워주문#꽃주문#attisieflower#꽃감성#올해의색#바이올렛#pantone#팬톤#수국#스위트피#아네모네#꽃주말,2018-01-15,24,"Daegu, South Korea","['#flower', '#flowers', '#삼덕동', '#플라워', '#꽃집', '#대구플라워', '#플라워레슨', '#새해', '#목표', '#취미', '#꽃스타그램', '#아띠시에', '#플라워주문', '#꽃주문', '#attisieflower', '#꽃감성', '#올해의색', '#바이올렛', '#pantone', '#팬톤', '#수국', '#스위트피', '#아네모네', '#꽃주말']"
618,2018년 패션뷰티 트렌드의 선구자가 되고 싶다구요?그런데 2018년 올해의 색을 모르면 어떡합니까~~.#팬톤 에서 선정한2018 #올해의색 네슈라 SNS에서 지금 직접 확인해봅시다!.효과도 좋은데디자인은 더 이쁜 오그체!소장욕구가 올라가고 있습니다!!.#매끈매끈한_피부로_돌아가자#오그체 #굿바이다우니 #실면도팩 #필오프팩 #필오프팩추천 #네슈라 #네슈라화장품#뷰티스타그램 #뷰티 #뷰스타그램 #인스타뷰티 #beauty #뷰스타 #뷰티그램 #뷰덕 #코덕 #인생템 #메이크업,2018-01-15,95,,"['#팬톤', '#올해의색', '#매끈매끈한_피부로_돌아가자', '#오그체', '#굿바이다우니', '#실면도팩', '#필오프팩', '#필오프팩추천', '#네슈라', '#네슈라화장품', '#뷰티스타그램', '#뷰티', '#뷰스타그램', '#인스타뷰티', '#beauty', '#뷰스타', '#뷰티그램', '#뷰덕', '#코덕', '#인생템', '#메이크업']"
619,#exteriordesign #cafe #coloroftheyear #올해의색 #ultraviolet #imhome #rounddoor #보라보라 #보라색문ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ???♀? #아임홈 주황간판 상호 6개의 본점.직.가맹점 ?1.#백현동아임홈-  #판교 #백현동카페거리2.#광교아임홈 - #광교카페거리 3.#광화문아임홈 - #광화문카페4.#미사아임홈- #미사카페5.#위례아임홈- #위례맛집6. #분당동아임홈 - #분당맛집#케이크맛집 #브런치맛집 #카페 #파스타맛집 #카페스타그램 #카페인테리어 #cafeinkorea,2018-01-14,73,I'm Home,"['#exteriordesign', '#cafe', '#coloroftheyear', '#올해의색', '#ultraviolet', '#imhome', '#rounddoor', '#보라보라', '#보라색문ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ??\u200d♀?', '#아임홈', '#백현동아임홈-', '#판교', '#백현동카페거리2.', '#광교아임홈', '#광교카페거리', '#광화문아임홈', '#광화문카페4.', '#미사아임홈-', '#미사카페5.', '#위례아임홈-', '#위례맛집6.', '#분당동아임홈', '#분당맛집', '#케이크맛집', '#브런치맛집', '#카페', '#파스타맛집', '#카페스타그램', '#카페인테리어', '#cafeinkorea']"
620,보라색 코동이..#히오#일러스트#그림#드로잉#아트#일상#Heo #illustration #illust #drawing #art#ipadpro #보라색#울트라바이올렛 #올해의색#코알라,2018-01-14,26,,"['#히오', '#일러스트', '#그림', '#드로잉', '#아트', '#일상', '#Heo', '#illustration', '#illust', '#drawing', '#art', '#ipadpro', '#보라색', '#울트라바이올렛', '#올해의색', '#코알라']"
621,#2018네일 #올해의색 ?? #자개네일 #네일스타그램 #일상 손만번쩍번쩍?,2018-01-14,28,,"['#2018네일', '#올해의색', '#자개네일', '#네일스타그램', '#일상']"
622,..........#스누피#스누피네일#무술년#우드스탁#우드스탁네일#네일#젤네일#올해의색#울트라바이올렛#보라색#라인프렌즈#브라운#쿠션,2018-01-14,25,,"['#스누피', '#스누피네일', '#무술년', '#우드스탁', '#우드스탁네일', '#네일', '#젤네일', '#올해의색', '#울트라바이올렛', '#보라색', '#라인프렌즈', '#브라운', '#쿠션']"
623,. ..예약 꽃바구니??올해의색 바이올렛 색상의 꽃바구니 ????~ 이쁘다욤 ??..#flower#flowers#삼덕동#플라워#꽃집#대구플라워#플라워레슨#새해#목표#취미#꽃스타그램#아띠시에#플라워주문#꽃주문#attisieflower#꽃감성#올해의색#바이올렛#pantone#팬톤#수국#스위트피#아네모네#꽃주말,2018-01-13,51,"Daegu, South Korea","['#flower', '#flowers', '#삼덕동', '#플라워', '#꽃집', '#대구플라워', '#플라워레슨', '#새해', '#목표', '#취미', '#꽃스타그램', '#아띠시에', '#플라워주문', '#꽃주문', '#attisieflower', '#꽃감성', '#올해의색', '#바이올렛', '#pantone', '#팬톤', '#수국', '#스위트피', '#아네모네', '#꽃주말']"
624,何度も重ねてもらった甲斐があった～??いいかんじ??そういやvioletだなあ～って今さら?づいたけど特にかけてません←でもせっかくだから紫でいこうかなあ??あ、16日います??#네일스타그램 #네일아트 #네일 #보라색 #violet #올해의색 #??#ネイル #nailart,2018-01-13,11,,"['#네일스타그램', '#네일아트', '#네일', '#보라색', '#violet', '#올해의색', '#??', '#ネイル', '#nailart']"
625,요즘 이런색 땡긴다~ #가디건뜨기 #패턴뜨기 #울실 #올겨울패션 #올해의색 #미바이민 #mebymin #patternknitting,2018-01-12,9,,"['#가디건뜨기', '#패턴뜨기', '#울실', '#올겨울패션', '#올해의색', '#미바이민', '#mebymin', '#patternknitting']"
626,내일 웨딩은 화이트+퍼플??색이 매년 왜바뀌는지 모르겠지만 #올해의색 ㅋㅋㅋ..#스카비오사 #미니델피늄 #purple #ultraviolet,2018-01-12,133,,"['#올해의색', '#스카비오사', '#미니델피늄', '#purple', '#ultraviolet']"
627,#골드스킨앤네일#개화산역2번출구네일샵#방화동네일샵#방화동네일#방화동제일네일샵#올해의색#2018보라색,2018-01-12,10,개화산역,"['#골드스킨앤네일', '#개화산역2번출구네일샵', '#방화동네일샵', '#방화동네일', '#방화동제일네일샵', '#올해의색', '#2018보라색']"
628,#다이어리첫장 #다이어리꾸미기 #모나미스토어 #잉크Lab #원데이클래스 #용인시 #동천동,2018-01-12,17,모나미 본사,"['#다이어리첫장', '#다이어리꾸미기', '#모나미스토어', '#잉크Lab', '#원데이클래스', '#용인시', '#동천동']"
629,완벽한 보라를 만나려면 운이 좋아야 한다??...#폰케이스쇼핑성공 #보라색 #폰케이스 #팬톤선정2018컬러 #팬톤맘대로정하는 #올해의색 #나도내맘대로 #2018년은나의해??,2018-01-12,10,,"['#폰케이스쇼핑성공', '#보라색', '#폰케이스', '#팬톤선정2018컬러', '#팬톤맘대로정하는', '#올해의색', '#나도내맘대로', '#2018년은나의해??']"
630,#윤지현네일샵#방학동네일#방학동네일샵추천 #원약국#도깨비시장#젤네일#프렌치네일#바이올렛네일 #올해의색#크리스탈 #블링블링 #반짝반짝#예쁜젤네일,2018-01-12,28,,"['#윤지현네일샵', '#방학동네일', '#방학동네일샵추천', '#원약국', '#도깨비시장', '#젤네일', '#프렌치네일', '#바이올렛네일', '#올해의색', '#크리스탈', '#블링블링', '#반짝반짝', '#예쁜젤네일']"
631,직업특성상 물을 많이 만져서 지금까지 안했었는데우연히 속눈썹펌을 알게되서 속눈썹펌이랑 같이 네일도 해버리고왔다!!??확실히 전문가라 다름..못생긴 내 손 예쁘게 만들어주셔서 감사할따름? 깨끗깨끗해~~속눈썹도 완전 맘에 든다. 뷰러할필요없이 계속 올라가있음ㅎㅎ이거시야말로 신세계 ?? #기분전환#남양주#마석#마석네일#젤네일#네일#네일아트#nails#nailart#자모리네일#jamorynail#네일스타그램#올해의색#연보라네일#예쁘다그램#속눈썹펌#신세계임#나에게주는선물#감사합니다#평일의행복,2018-01-11,34,,"['#기분전환', '#남양주', '#마석', '#마석네일', '#젤네일', '#네일', '#네일아트', '#nails', '#nailart', '#자모리네일', '#jamorynail', '#네일스타그램', '#올해의색', '#연보라네일', '#예쁘다그램', '#속눈썹펌', '#신세계임', '#나에게주는선물', '#감사합니다', '#평일의행복']"
632,올해 유행색이 퍼플이라며 ??쎈쓰쩔어잉~~!!! ...#올해의색#주문제작#주문케이크#예약제#러블리컵케이크#픽업제#일산#수제케이크#레터링#문구케이크,2018-01-11,44,,"['#올해의색', '#주문제작', '#주문케이크', '#예약제', '#러블리컵케이크', '#픽업제', '#일산', '#수제케이크', '#레터링', '#문구케이크']"
633,".2018년도 팬톤컬러는 울트라바이올렛이에요:-)이외의 다양한 보라색계열의 색이 소개되었는데요, 보라색은 마치 우주를 떠올리게 해요♥-꽃다담에는 다양한 보라색의 드라이플라워가 있어요.샘플로 라벤더,천일홍,스타치스,라그라스를 조합해 만든 꽃다발이에요.쿨톤보라색 부터 웜톤보라색 까지 함께 믹스했습니다.?-올해의색상인 보라색의 꽃다발로 센스있는 꽃선물 해보세요..#보라색성애자소리질러#올해의색#팬톤#2018년팬톤컬러#울트라바이올렛..#꽃다담#꽃다담아뜰리에#kkotdadam#드라이플라워전문점#부산드라이플라워#기장드라이플라워#기장꽃집#플라워공방#플라워레슨#가드닝#드라이플로리스트#꽃다발#꽃선물#새해선물#기념일선물#생일선물#여친선물#부모님선물#보라색#violet#dryflower #이벤트선물#전국택배#픽업가능#인테리어소품",2018-01-10,33,,"['#보라색성애자소리질러', '#올해의색', '#팬톤', '#2018년팬톤컬러', '#울트라바이올렛..', '#꽃다담', '#꽃다담아뜰리에', '#kkotdadam', '#드라이플라워전문점', '#부산드라이플라워', '#기장드라이플라워', '#기장꽃집', '#플라워공방', '#플라워레슨', '#가드닝', '#드라이플로리스트', '#꽃다발', '#꽃선물', '#새해선물', '#기념일선물', '#생일선물', '#여친선물', '#부모님선물', '#보라색', '#violet', '#dryflower', '#이벤트선물', '#전국택배', '#픽업가능', '#인테리어소품']"
634,육세어린이 생파 놀러와서하루종일 일인 각 10인분씩 먹고 이제 귀가합시다(배터짐)잘 먹고 잘 놀고 멘탈 탈탈 털리고 갑니다???--#셀스타그램#셀피#셀카#데일리룩#올해의색#보라#퍼플#??#안버리고놔두면유행이돌아옴#생파#초대#고마워#??#즐거운하루#대환장파티#육아#힘들어서#난못할듯#일상#데일리,2018-01-09,79,양덕 삼구트리니엔,"['#셀스타그램', '#셀피', '#셀카', '#데일리룩', '#올해의색', '#보라', '#퍼플', '#??', '#안버리고놔두면유행이돌아옴', '#생파', '#초대', '#고마워', '#??', '#즐거운하루', '#대환장파티', '#육아', '#힘들어서', '#난못할듯', '#일상', '#데일리']"
635,"올해의 색Ultra violet 18-3838정확하게 컴퓨터로 하지는 않았지만,느낌만 나타내보기 ??illust by. 이슬비",2018-01-09,69,,[]
636,이번년도엔 꼭 열심히 써보리라#매년도전 #다이어리#2018다이어리 #올해의색#울트라바이올렛 #우주 #은하수 #잠안온다,2018-01-07,25,,"['#매년도전', '#다이어리', '#2018다이어리', '#올해의색', '#울트라바이올렛', '#우주', '#은하수', '#잠안온다']"
637,".팬톤이 발표한 2018년 컬러Ultra violet 울트라 바이올렛(18-3838 Ultra Violet)팬톤 컬러연구소 (Pantone Color Institute)의 색채 전문가는 디자인, 영화, 푸드, 패션, 예술, 엔터테이먼트를 비롯하여 소비재, 여행, 스포츠, 및 기술분야에 대한 조사 및 분석을 통해 올해의 컬러를 선정합니다....#famost#에프에이모스트#cs교육#컬러진단#매장운영#세일즈#판매사원#cs#퍼스널컬러#올해의색#울트라바이올렛#UltraViolet#팬톤#트렌드#컬러#네일아트#네일#패션#데일리룩#헤어컬러",2018-01-05,21,,"['#famost', '#에프에이모스트', '#cs교육', '#컬러진단', '#매장운영', '#세일즈', '#판매사원', '#cs', '#퍼스널컬러', '#올해의색', '#울트라바이올렛', '#UltraViolet', '#팬톤', '#트렌드', '#컬러', '#네일아트', '#네일', '#패션', '#데일리룩', '#헤어컬러']"
638,찾아오는 봄 맞이 특강 준비도 샥샥?-#울트라바이올렛#올해의색#컬러놓치지않을거에요#꽃#식물#그림그리는행_벅,2018-01-04,83,,"['#울트라바이올렛', '#올해의색', '#컬러놓치지않을거에요', '#꽃', '#식물', '#그림그리는행_벅']"
639,.현정샘의 선물#감사합니다 #???♀???짱신난다오늘은 팩하고 자야지 룰루랄라#이니스프리팩 #10+10 #리프레쉬  올해 계획. 놓기. 외면하기. 그러던가말던가~ #마이웨이 그래도 #열심히 힘을 내기보단 힘을 갖도록. #화이팅 #입버릇고치자 곧 #HBD #presents #?? 문구덕후 초급자 #올해의색 #보라색,2018-01-03,25,,"['#감사합니다', '#??\u200d♀???짱신난다오늘은', '#이니스프리팩', '#10+10', '#리프레쉬', '#마이웨이', '#열심히', '#화이팅', '#입버릇고치자', '#HBD', '#presents', '#??', '#올해의색', '#보라색']"
640,#Repost @pantone (@get_repost)???2018년 올해의 컬러는 무엇일까요?????-#울트라바이올렛 ??????#올해의색-도발적이고 독창적인 보라색.차분한 블루와 다이내믹한 레드 톤을 합친 독특한 조합.-Did you find something #UltraViolet under the tree this year???: @eyecandydesignau#올해의컬러 #트렌디컬러 #도발적 #독창적 #다이내믹#펜톤컬러 #panton #메리케이이세정,2018-01-03,19,,"['#Repost', '#울트라바이올렛', '#올해의색-도발적이고', '#UltraViolet', '#올해의컬러', '#트렌디컬러', '#도발적', '#독창적', '#다이내믹', '#펜톤컬러', '#panton', '#메리케이이세정']"
641,#바이올렛애쉬#팬톤컬러#올해의색#ultraviolet#울트라바이올렛#겨울느낌#손상적은톤업 으로#선명한컬러#머리하는여자#까사델헤어제이실장#집중하면입나옴#까사델헤어#공덕미용실#마포미용실#대흥미용실#공원뷰미용실#마포#공덕#대흥#염리동#경의선숲길#염색잘하는미용실#애견동반미용실#쟁이no1#예약우선제,2018-01-03,43,CASA del Hair - 까사델헤어 -쟁이No.1,"['#바이올렛애쉬', '#팬톤컬러', '#올해의색', '#ultraviolet', '#울트라바이올렛', '#겨울느낌', '#손상적은톤업', '#선명한컬러', '#머리하는여자', '#까사델헤어제이실장', '#집중하면입나옴', '#까사델헤어', '#공덕미용실', '#마포미용실', '#대흥미용실', '#공원뷰미용실', '#마포', '#공덕', '#대흥', '#염리동', '#경의선숲길', '#염색잘하는미용실', '#애견동반미용실', '#쟁이no1', '#예약우선제']"
642,울트라 바이올렛,2018-01-03,80,,[]
643,Color of the Year: Ultra Violet.새벽녘 제주바다는 예쁜 보랏빛이에요??....#모모 #모모스타그램 #모모의일상탈출 #모두모두쇼 #제주 #하늘 #바다 #보라색 #울트라바이올렛 #팬톤 #올해의색 #여행에미치다 #풍경 #선팔하면맞팔 #jeju #momo #purple #ultraviolet #landscape #travel #korea #photography #followforfollow #紫 #空 #天.@momo_modoomodooshow@momo_assistant_manager.#일상탈출 #여행 #사진,2018-01-02,142,Seogwipo,"['#모모', '#모모스타그램', '#모모의일상탈출', '#모두모두쇼', '#제주', '#하늘', '#바다', '#보라색', '#울트라바이올렛', '#팬톤', '#올해의색', '#여행에미치다', '#풍경', '#선팔하면맞팔', '#jeju', '#momo', '#purple', '#ultraviolet', '#landscape', '#travel', '#korea', '#photography', '#followforfollow', '#紫', '#空', '#天.@momo_modoomodooshow@momo_assistant_manager.', '#일상탈출', '#여행', '#사진']"
644,[꿈을 이루는 2018 되기를]올해는 어떤 목표와 꿈을 그리고 계신가요?새해의 첫 평일. 차근차근 꿈을 이루어가는 2018년이 되길!!새해에 좋은 일만 가득하길 바라는 마음을 담아 드림캐처를 선물하세요! -#아트박스품?#새해다짐의?#poom격,2018-01-02,51,,"['#아트박스품', '#새해다짐의', '#poom격']"
645,2018 평온하고 아름다운 한해이길 ??.#happy #newyear #2018 #올해의색 #팬톤컬러 #보라색 #사진 #우려먹기#selfie#새해맞이 #친구의 #소원수리 #3년 #묵은#컬러링 #변경  은 내 #soulmusic-#넬 #멀어지다?? #집착이었을까요 - #욕심이었나봐요 -,2018-01-01,42,,"['#happy', '#newyear', '#2018', '#올해의색', '#팬톤컬러', '#보라색', '#사진', '#우려먹기', '#selfie', '#새해맞이', '#친구의', '#소원수리', '#3년', '#묵은', '#컬러링', '#변경', '#soulmusic-', '#넬', '#멀어지다??', '#집착이었을까요', '#욕심이었나봐요']"
646,우악!!!!!,2017-12-28,11,,[]
647,그러고보니!! 이 귀걸이!! 울트라 바이올렛!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #보라 #울트라바이올렛 #바이올렛 #팬톤 #팬톤컬러 #올해의색 #귀걸이 #보라귀걸이 #꽃 #꽃귀걸이 #블링블링 #2018 #신상 #데일리 #보라색 #포인트 #주얼리 #은귀걸이 #pantone #color #pantonecolours #ultraviolet #earring #silver #silverearrings #flower #flowerearring #violet #violetearrings #jewelry,2017-12-27,20,,"['#보라', '#울트라바이올렛', '#바이올렛', '#팬톤', '#팬톤컬러', '#올해의색', '#귀걸이', '#보라귀걸이', '#꽃', '#꽃귀걸이', '#블링블링', '#2018', '#신상', '#데일리', '#보라색', '#포인트', '#주얼리', '#은귀걸이', '#pantone', '#color', '#pantonecolours', '#ultraviolet', '#earring', '#silver', '#silverearrings', '#flower', '#flowerearring', '#violet', '#violetearrings', '#jewelry']"
648,2018의 컬러는 울트라 바이올렛! 조녜!!!#울트라바이올렛 #2018 #팬톤 #color_of_the_year #올해의색 #2017은_그리너리 #색깔 #짱예뻐 #보라색 #펜 #사러가야지 #우주 #같아 #혼자 #주저리,2017-12-24,11,,"['#울트라바이올렛', '#2018', '#팬톤', '#color_of_the_year', '#올해의색', '#2017은_그리너리', '#색깔', '#짱예뻐', '#보라색', '#펜', '#사러가야지', '#우주', '#같아', '#혼자', '#주저리']"
649,지나가던 보라 괜히 기분좋음 #pantone #color of #thisyear #2018 #ultraviolet ???? #팬톤 #올해의색 #보라 #눈누난나,2017-12-19,13,,"['#pantone', '#color', '#thisyear', '#2018', '#ultraviolet', '#팬톤', '#올해의색', '#보라', '#눈누난나']"
650,#noel .p#계단#페인팅 #인테리어 #포인트 #컬러 #던에드워드 #친환경 #셀프인테리어 #컬러코디 #올해의색 #블랙 #검정 #던애드워드페인트 #시공#역삼동 #복층,2017-12-19,41,역삼동 어딘가에,"['#noel', '#계단', '#페인팅', '#인테리어', '#포인트', '#컬러', '#던에드워드', '#친환경', '#셀프인테리어', '#컬러코디', '#올해의색', '#블랙', '#검정', '#던애드워드페인트', '#시공', '#역삼동', '#복층']"
651,#팬톤 #울트라바이올렛 #색채전문기업미국 색채전문 기업 팬톤사에서 2018올해의 컬러를 발표했습니다^^ 오묘한 울트라바이올렛 !!??COLOR?OF?THE?YEAR?2018PANTONE?18-3838?ULTRA?VIOLET??우주를 표현하는 것 같기도하고 우아함 고급스러움독창적 창의력을 상징하는 것 같기도해요~팬톤은 컬러 지정코드랑 어울리는 다양한 색상도 친절히 알려주니?? 유앤네일 에서도 네일컬러 뿐만아닌 다양한 분야에서 잘 사용해보겠습니다!!??...#대구시지네일 #신매동 #경산네일 #신매네일 #사월동네일 #경산시지네일 #네일 #젤네일 #경산영대 #진주네일 #시지경산네일 #시지네일 #정평동네일 #임당동네일 #고산동네일 #시지경산 #경산시지 #울트라바이올렛 #보라색네일 #수성구네일 #올해의컬러 #바이올렛 #인기네일 #올해의색,2017-12-19,21,,"['#팬톤', '#울트라바이올렛', '#색채전문기업미국', '#대구시지네일', '#신매동', '#경산네일', '#신매네일', '#사월동네일', '#경산시지네일', '#네일', '#젤네일', '#경산영대', '#진주네일', '#시지경산네일', '#시지네일', '#정평동네일', '#임당동네일', '#고산동네일', '#시지경산', '#경산시지', '#울트라바이올렛', '#보라색네일', '#수성구네일', '#올해의컬러', '#바이올렛', '#인기네일', '#올해의색']"
652,"글로벌 색채 전문기업 '팬톤'이 선정한 2018년의 색 '울트라 바이올렛'!세계적인 색채 전문기업인 '팬톤(PANTONE)'에서 2018년의 색으로 '울트라 바이올렛'을 선정했습니다.팬톤은 2017년의 색 그리너리가 봄날의 새싹을 연상시키는 초록색을 통해 지친 현대인들에게 자연의 색으로 생동감을 줬다면, 2018년의 색 울트라 바이올렛은 독창성과 창의력, 미래를 내다보는 예지력을 의미한다고 울트라바이올렛의 선정 이유를 밝혔습니다.팬톤컬러는 패션삽업계에서 엄청나게 중요한 이슈이기에 팬톤컬러에 대한 관심이 매우 높은데요.서울종합예술실용학교(SAC) 패션예술계열에서는 팬톤컬러에 대한 엄청난 스타일링을 구사하는 패션스타일리스트 전문가 교수님들이 계시답니다!이효리, 젝스키스, 애프터스쿨, 동방신기 등의 스타일리스트 정보윤 교수님과 추자현, 전노민, 유오성 등의 스타일리스트이자, 스타일리스트그룹 씬(SCENE)의 대표 최선임 교수님 등 패션스타일리스트의 TOP 교수님들이 강의하고 계시죠!패션스타일리스트를 꿈꾸는 학생들이라면, 서종예 패션예술계열에서 그 꿈을 이뤄보세요!!#서울종합예술실용학교 #서종예 #SAC #삼성동 #코엑스 #패션예술계열 #패션학과 #패션스타일리스트학과 #패션스타일링학과 #패션과 #팬톤 #PANTONE #팬톤컬러 #올해의색 #울트라바이올렛 #ULTRAVIOLET #패션스타일리스트 #정보윤 #이효리 #애프터스쿨 #최선임 #추자현 #전노민 #씬 #SCENE",2017-12-18,19,,"['#서울종합예술실용학교', '#서종예', '#SAC', '#삼성동', '#코엑스', '#패션예술계열', '#패션학과', '#패션스타일리스트학과', '#패션스타일링학과', '#패션과', '#팬톤', '#PANTONE', '#팬톤컬러', '#올해의색', '#울트라바이올렛', '#ULTRAVIOLET', '#패션스타일리스트', '#정보윤', '#이효리', '#애프터스쿨', '#최선임', '#추자현', '#전노민', '#씬', '#SCENE']"
653,[365 메이킹 #152번째]-이번 해 2017년도에는 팬톤에서는 녹차의 색 Greenery 가 선정되었다. 팬톤은 색 하나로 여러 트렌드를 만들어내는 힘이 있다. 그런 팬톤이 2018년의 컬러로 울트라 바이올렛 Ultra Violet을 선정했다. 반갑게도 365 베버리지 라운지의 아이덴티티 컬러가 바이올렛이라는 점에서 괜시리 기분이 좋다.-#365베버리지라운지 #서초동 #서초역 #라운지 #아지트 #칵테일 #티칵테일 #목테일 #티목테일 #와인 #맥주 #케이터링 #티바 #칵테일바 #티카페 #대관 #소모임 #팬톤 #울트라바이올렛 #올해의색 #트렌드 #pantone #ultraviolet #cocktail #teacocktail #tea #teabar #teavariation #trend,2017-12-14,53,,"['#152번째]-이번', '#365베버리지라운지', '#서초동', '#서초역', '#라운지', '#아지트', '#칵테일', '#티칵테일', '#목테일', '#티목테일', '#와인', '#맥주', '#케이터링', '#티바', '#칵테일바', '#티카페', '#대관', '#소모임', '#팬톤', '#울트라바이올렛', '#올해의색', '#트렌드', '#pantone', '#ultraviolet', '#cocktail', '#teacocktail', '#tea', '#teabar', '#teavariation', '#trend']"
654,어디서 많이 본듯한우리들의 보라빛 풍선을 닮은듯한 이색이2018년의 색이래요??제일 좋아하는 색이기도 해서여러가지 보라보라한 아이템도 많이 나올것같고 아주 보라보라한 한해일것같아서벌써부터 기대가?????? #팬톤 #올해의색 #ses,2017-12-14,29,,"['#팬톤', '#올해의색', '#ses']"
655,명함 나왔당_171211.....#명함#올해의색#울트라바이올렛,2017-12-13,9,,"['#명함', '#올해의색', '#울트라바이올렛']"
